display_record,year,state,armed_with,threat_type,flee_status,body_camera,median_income,poverty_rate,unemployment_rate,gini_index,bachelor_plus_rate,less_than_highschool_rate,population_density,land_area_sqmi,primary_cluster,profile_name
Incident record 07917,2022,PA,Gun,Shoot,Missing,0,72031.0,0.1140235976611315,0.0413961854839556,0.4879,0.4482118939190999,0.0460777748013215,1689.498761562404,729.952,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07918,2022,WA,Gun,Shoot,Vehicle,0,88853.0,0.0867587061796337,0.0382698049017565,0.4125,0.3674972084265804,0.048968169054883,413.50531002725256,722.501,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07919,2022,FL,Unclear Weapon Information,Threat,Missing,0,76592.0,0.1102612209554048,0.0425091062661669,0.5321,0.407288406072157,0.1141919784585802,773.0293434878228,1964.32,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07920,2022,TX,Gun,Shoot,Not Fleeing,0,95259.0,0.1008449928053148,0.0303270468734836,0.4785,0.5698655190274909,0.0816765678256031,1334.0225864491365,994.313,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07921,2022,OK,Gun,Shoot,Not Fleeing,1,70422.0,0.1370852173913043,0.0448446953395944,0.437,0.3622947250559841,0.0768796135025296,555.9149242542326,538.908,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07922,2022,FL,Gun,Threat,Missing,0,74832.0,0.1054754273504273,0.0528157372713246,0.4937,0.3314725220196005,0.0810250412036791,73.79149073874318,1038.304,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07923,2022,CA,Gun,Threat,Not Fleeing,0,145388.0,0.0723070657143015,0.0333192036900942,0.5041,0.540933480995902,0.1002800368410651,1625.3867415630154,448.62,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07924,2022,NM,Knife,Move,Vehicle,0,65075.0,0.1420606681944277,0.0410569949381392,0.4694,0.3855462739761397,0.0954453006448663,579.1267131397767,1161.245,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07925,2022,TN,Gun,Shoot,Missing,0,76219.0,0.1130774221335383,0.0205809851134586,0.4666,0.3839490782713811,0.0714792988818374,691.0860920311935,542.164,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07926,2022,TX,Gun,Shoot,Not Fleeing,1,76210.0,0.1059397879855992,0.0378478673899035,0.4614,0.3441995452416047,0.1297882459808727,2489.8135351135475,865.364,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07927,2022,CA,Knife,Attack,Not Fleeing,0,82516.0,0.1387138974473475,0.0581821497402856,0.5054,0.3564490535295859,0.1939272865433025,2394.21917939124,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07928,2022,CA,Gun,Unclear Threat,Missing,0,106209.0,0.098686498574603,0.0418970234108946,0.4764,0.437419894007153,0.1350335804322014,3974.416894636805,792.867,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07929,2022,OH,Gun,Shoot,Missing,0,58048.0,0.1611094059544072,0.057314831287434,0.4452,0.1653036207622079,0.1130504784382604,111.6668553004646,689.166,1,"Lower-income rural, older/White-composition profile"
Incident record 07930,2022,AL,Gun,Shoot,Vehicle,0,32332.0,0.3283423877037233,0.156524926686217,0.3953,0.1522393677079412,0.2041776439593526,11.781788875456808,719.67,1,"Lower-income rural, older/White-composition profile"
Incident record 07931,2022,NM,Knife,Threat,Vehicle,1,65075.0,0.1420606681944277,0.0410569949381392,0.4694,0.3855462739761397,0.0954453006448663,579.1267131397767,1161.245,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07932,2022,SD,Knife,Threat,Not Fleeing,1,65801.0,0.1485315293286603,0.0430368021660907,0.468,0.3475765306122449,0.0577731092436974,41.22098917265235,2776.765,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07933,2022,NY,Gun,Shoot,Missing,1,95866.0,0.173228229277471,0.0565346820715424,0.5986,0.6446407661391077,0.1136886612653249,70450.74587342219,22.658,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07934,2022,WA,Knife,Threat,Missing,0,88853.0,0.0867587061796337,0.0382698049017565,0.4125,0.3674972084265804,0.048968169054883,413.50531002725256,722.501,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07935,2022,WI,Gun,Threat,Not Fleeing,0,65493.0,0.1007512041728019,0.0286119534383253,0.4286,0.1817126864398102,0.0792177207413222,45.73091886142909,893.225,1,"Lower-income rural, older/White-composition profile"
Incident record 07936,2022,NY,Knife,Threat,Not Fleeing,0,63441.0,0.1507250855953525,0.0422405453959187,0.4675,0.288205222435868,0.0735327895210032,403.71553064240703,522.348,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07937,2022,MO,Gun,Shoot,Not Fleeing,1,98831.0,0.048749855606049,0.0251707044125232,0.4089,0.4087549823333855,0.0434894609506901,738.2734375139385,560.501,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07938,2022,OR,Unclear Weapon Information,Flee,Vehicle,0,79909.0,0.1210296331186451,0.0430689971143515,0.4813,0.4753408551108895,0.0742368450309439,1844.65882014482,431.019,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07939,2022,TX,Gun,Shoot,Not Fleeing,0,101323.0,0.0661092776604669,0.0293841534603304,0.4177,0.5032448351763764,0.0539478463309075,601.7115249671326,1115.847,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07940,2022,GA,Gun,Shoot,Not Fleeing,0,86847.0,0.0849942868078735,0.0290270854013722,0.3631,0.2619509450756144,0.0966319873038264,571.1573859180179,312.385,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07941,2022,LA,Knife,Attack,Missing,0,80510.0,0.1474935128426911,0.0757230112591066,0.3873,0.2308246679707608,0.1144342633583856,142.33204745614674,192.346,1,"Lower-income rural, older/White-composition profile"
Incident record 07942,2022,UT,Gun,Shoot,Not Fleeing,0,91924.0,0.0742403432889872,0.0265330364657637,0.4258,0.3885855601651114,0.0893087357371538,1575.684198222227,752.852,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07943,2022,CO,Gun,Threat,Vehicle,0,88403.0,0.1157964331538517,0.0401003983515808,0.4431,0.529352491888515,0.0405957155236694,141.2996495034568,2595.746,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07944,2022,GA,Unarmed,Flee,Vehicle,0,58325.0,0.1370702189895357,0.0491931534121628,0.4109,0.2285356895725767,0.1411507957630276,2092.856185119581,141.703,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07945,2022,GA,Gun,Shoot,Not Fleeing,0,77169.0,0.1337853188506426,0.0486373553590213,0.499,0.463355597246382,0.0872807358662723,2849.895018418477,267.666,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07946,2022,FL,Multiple Weapons,Threat,Foot,0,70533.0,0.137745962367029,0.0407498751663657,0.4538,0.3407373420752093,0.0874030367870604,1332.9469475743583,762.623,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07947,2022,VA,Gun,Shoot,Foot,0,59116.0,0.1201280756256075,0.0416250149946019,0.4595,0.2456593556720236,0.1075287513351052,96.19685206337212,561.193,1,"Lower-income rural, older/White-composition profile"
Incident record 07948,2022,AZ,Gun,Threat,Foot,1,83747.0,0.107735282014747,0.0373787857031871,0.4576,0.3611213197894134,0.1053565742417069,494.6224827255245,9202.016,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07949,2022,WV,Gun,Point,Missing,0,75725.0,0.1094535231066596,0.0377936288605893,0.4236,0.2953576095263923,0.0637065161115357,165.8976443327152,345.677,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07950,2022,OK,Gun,Shoot,Foot,0,59934.0,0.1409481387209672,0.0261168384879725,0.3603,0.2301161751563896,0.098302055406613,3.150443295872072,1038.584,1,"Lower-income rural, older/White-composition profile"
Incident record 07951,2022,NC,Gun,Threat,Missing,0,62460.0,0.114875895026642,0.0462094449181792,0.4169,0.2845728496970659,0.0777222178127011,272.01427662268645,762.085,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07952,2022,NM,Knife,Threat,Not Fleeing,0,65075.0,0.1420606681944277,0.0410569949381392,0.4694,0.3855462739761397,0.0954453006448663,579.1267131397767,1161.245,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07953,2022,CO,Gun,Shoot,Not Fleeing,1,82389.0,0.0828032294065569,0.0412619665072027,0.4259,0.4248394430640013,0.0458519320672988,348.27004687699866,2126.416,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07954,2022,TX,Gun,Threat,Vehicle,0,101323.0,0.0661092776604669,0.0293841534603304,0.4177,0.5032448351763764,0.0539478463309075,601.7115249671326,1115.847,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07955,2022,TX,Gun,Threat,Missing,0,60361.0,0.1697506196863344,0.0497808644838141,0.4835,0.2321527882563428,0.1613071500937682,419.015187891627,839.287,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07956,2022,TX,Blunt Object,Flee,Foot,0,113305.0,0.045998142456362,0.0337075707552259,0.4314,0.5647801874934331,0.0441726433927827,1377.1621115687008,841.365,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07957,2022,ID,Unclear Weapon Information,Threat,Missing,0,70818.0,0.1068343100864739,0.024768776330444,0.3926,0.224180858480231,0.1192485808186435,427.67298811513183,587.049,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07958,2022,CA,Gun,Threat,Missing,0,76920.0,0.2433929955009213,0.0947422529005727,0.4799,0.2138820590101522,0.264336135786802,75.0013221266911,2136.709,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07959,2022,FL,Gun,Point,Not Fleeing,0,66472.0,0.1241039060735579,0.0413386195485905,0.5154,0.3725132980667142,0.0681267631648535,3512.7013868343874,273.789,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07960,2022,CA,Gun,Shoot,Missing,0,92959.0,0.1006139324901811,0.0594968414461204,0.4347,0.2852356824321084,0.1168741908156578,546.0963131711401,821.736,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07961,2022,VA,Gun,Threat,Missing,0,138378.0,0.0423770337332747,0.0320349383333536,0.3384,0.4417077175697865,0.0802224816576022,608.4984189767483,268.497,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07962,2022,MD,Knife,Threat,Foot,1,119122.0,0.0512857652590784,0.0294640621086902,0.3907,0.4744912494912495,0.0611874236874236,434.556669820246,660.625,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07963,2022,OK,Gun,Threat,Not Fleeing,0,56552.0,0.170543236677521,0.0590999150863289,0.4392,0.1535462309691793,0.1084663943557371,60.00677525384312,655.326,1,"Lower-income rural, older/White-composition profile"
Incident record 07964,2022,AZ,Gun,Threat,Vehicle,0,83747.0,0.107735282014747,0.0373787857031871,0.4576,0.3611213197894134,0.1053565742417069,494.6224827255245,9202.016,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07965,2022,TX,Gun,Shoot,Foot,0,67442.0,0.1406298208445605,0.064128256513026,0.4279,0.1452533451709049,0.1943686980785084,40.50946994855446,1219.542,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07966,2022,AZ,Vehicle,Attack,Missing,1,83747.0,0.107735282014747,0.0373787857031871,0.4576,0.3611213197894134,0.1053565742417069,494.6224827255245,9202.016,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07967,2022,CA,Knife,Move,Missing,0,60021.0,0.1599056603773584,0.0623222136022756,0.4371,0.2892827761573555,0.0814449181063495,11.823251704812126,1448.84,1,"Lower-income rural, older/White-composition profile"
Incident record 07968,2022,OH,Unclear Weapon Information,Unclear Threat,Missing,0,69681.0,0.150551104141439,0.0353693141104646,0.4727,0.4234204864054248,0.0870949900286213,2482.6687251957574,532.419,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07969,2022,CA,Blunt Object,Threat,Missing,0,79091.0,0.1343028233227294,0.0625238244246579,0.4378,0.2301304981194022,0.1798164513887954,109.31023246916372,20068.167,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07970,2022,CA,Gun,Point,Missing,0,64722.0,0.1821309700615041,0.0647563283095953,0.4463,0.1614838509164941,0.2515932575088262,98.99541864466512,4823.9,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07971,2022,KS,Gun,Threat,Not Fleeing,0,60544.0,0.1399942213233169,0.0523497565540852,0.4631,0.3070836034777983,0.0710521503499409,326.2428034675706,544.012,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07972,2022,FL,Knife,Attack,Missing,1,64857.0,0.1136473981962819,0.0399844634335811,0.4475,0.2767342832571864,0.0781009867803422,526.0045263169367,1101.116,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07973,2022,VA,Gun,Point,Foot,1,83245.0,0.0997321009979237,0.0341232605784325,0.4443,0.4027787408672849,0.0572579475897196,1861.7930696305984,244.72,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07974,2022,IN,Knife,Threat,Not Fleeing,0,52789.0,0.199544234567276,0.0605448070074116,0.4743,0.2560652812915868,0.0953481230166274,263.4956185228588,403.631,1,"Lower-income rural, older/White-composition profile"
Incident record 07975,2022,DE,Gun,Shoot,Vehicle,0,86020.0,0.0959549321535293,0.0398499974532674,0.4425,0.4017581574470099,0.0673570095879116,1349.853871810629,426.338,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07976,2022,VA,Gun,Shoot,Missing,0,43694.0,0.161293560301911,0.0522510680249753,0.442,0.1439541915286436,0.187220720841249,132.7575970770313,382.351,1,"Lower-income rural, older/White-composition profile"
Incident record 07977,2022,NC,Gun,Shoot,Not Fleeing,0,61311.0,0.1563776934049048,0.0367335902115865,0.4635,0.2254033152367819,0.1221661861276915,292.4981919821739,511.61,1,"Lower-income rural, older/White-composition profile"
Incident record 07978,2022,TN,Gun,Shoot,Foot,0,64899.0,0.1422703197043021,0.0289818228041184,0.4907,0.3719869637906588,0.072767866590481,417.0045445080049,326.548,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07979,2022,GA,Knife,Threat,Not Fleeing,1,83901.0,0.0903177607948979,0.0383499557032536,0.4282,0.3879076248684697,0.1083428691140691,2262.338620264145,431.126,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07980,2022,AZ,Gun,Shoot,Missing,0,64014.0,0.1444765690997456,0.0488232514652806,0.4799,0.3705887163734706,0.0970589825302148,115.09777843027122,9188.683,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07981,2022,AZ,Vehicle,Move,Vehicle,0,64014.0,0.1444765690997456,0.0488232514652806,0.4799,0.3705887163734706,0.0970589825302148,115.09777843027122,9188.683,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07982,2022,NY,Gun,Shoot,Vehicle,1,45517.0,0.2767375384813056,0.0959196478576025,0.5247,0.218432171784094,0.2435644585238291,32718.75,42.176,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07983,2022,MN,Gun,Point,Foot,1,75113.0,0.1380513982355256,0.0368878871472071,0.4681,0.4681870374745216,0.0919941543921721,3523.076114727073,152.257,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07984,2022,TN,Gun,Shoot,Foot,0,61516.0,0.1652400438322549,0.0514637066057242,0.4955,0.3557498684759538,0.0900630490819704,1217.3416900914497,752.764,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07985,2022,CA,Blunt Object,Attack,Missing,0,57310.0,0.2260300614814771,0.1172967981144298,0.4915,0.1675184911908147,0.2542516241654219,42.80009617945323,4175.528,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07986,2022,NC,Gun,Point,Missing,1,57141.0,0.1728216457156262,0.0636345891079445,0.4841,0.201788445699494,0.1110130603600423,134.8496615430357,390.153,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07987,2022,TX,Gun,Shoot,Missing,0,54304.0,0.1629787883412177,0.0559971098265896,0.46,0.1120561343823091,0.1615989793748671,8.719194688014287,770.484,1,"Lower-income rural, older/White-composition profile"
Incident record 07988,2022,CA,Gun,Shoot,Foot,0,69571.0,0.1871790702622841,0.0710922024691973,0.4783,0.2416010736983381,0.2067974578612876,170.37442800988558,5958.582,2,"Higher-Hispanic-composition, younger/large-area profile"
